,prime,target,RT.200SOA,RT.1200SOA,obs.200SOA,obs.1200SOA,primecond,rel,t_length,t_freq,t_logfreq,t_orthoN,t_bgmean,t_POS,relation,FAS,LSA,BEAGLE_RPs,BEAGLE_PMI,p_freq,p_logfreq,p_length,p_orthoN,p_bgsum,p_bgmean,p_POS
1419,CRAZY,letter,632.0625,740.1818182,32,33,3,0,6,82.61,3.62,6,3199.8,NN,,,,0.05299078,0.010791957,272.27,4.14,5,1,4037,1009.25,JJ
1420,CREAM,line,685.0689655,774.0333333,29,30,4,0,4,206.18,4.02,17,3972.67,NN|VB,,,,0.13357902,0.020003342,5,48.71,3.4,2,8098,2024.5,NN|VB
1421,CREAM,milk,628.90625,613.0967742,32,31,2,1,4,42.53,3.34,7,970,NN|VB,supraordinate,0.115,0.52,0.053195724,9.652209308,5,48.71,3.4,2,8098,2024.5,NN|VB
1422,CREASE,fold,753.46875,645.1875,32,32,1,1,4,8.63,2.64,11,739,NN|VB,synonym,0.308,0.46,0.094990855,7.490557677,1.35,1.85,6,2,10636,2127.2,NN|VB
1423,CREASE,indoors,638.2758621,710.8064516,29,31,3,0,7,2.47,2.1,0,2401.5,NN,,,,0.195184931,0.068089382,1.35,1.85,6,2,10636,2127.2,NN|VB
1424,CREATE,mine,701.4827586,887.9642857,29,28,3,0,4,250.98,4.11,20,3514,NN|VB|minor,,,,0.087215654,0.072253138,25.27,3.11,6,1,15729,3145.8,VB|NN
1425,CREATE,make,611.9677419,764.2857143,31,28,1,1,4,1387.75,4.85,17,969.67,VB|NN,synonym,0.269,0.37,0.376417743,0.067803194,25.27,3.11,6,1,15729,3145.8,VB|NN
1426,CREATION,make,573.84375,686.4666667,32,30,2,1,4,1387.75,4.85,17,969.67,VB|NN,unclassified,0.068,0.25,0.10257455,0.075921477,8,6.08,2.49,0,23225,3317.86,NN
1427,CREATION,waiter,666.2068966,667.9032258,29,31,4,0,6,13.2,2.83,4,2863.4,NN,,,,0.060095233,0.037406415,8,6.08,2.49,0,23225,3317.86,NN
1428,CREATIVE,mind,638.65625,665.0645161,32,31,2,1,4,484.61,4.39,13,3343,NN|VB,fpa,0.027,0.26,0.093079531,0.404860084,8,10.75,2.74,0,18885,2697.86,JJ
1429,CREATIVE,shower,665.8387097,689.21875,31,32,4,0,6,41.12,3.32,2,1964.2,NN|VB,,,,0.025402946,0.064894751,8,10.75,2.74,0,18885,2697.86,JJ
1430,CREATOR,food,583.1666667,613.8,30,30,4,0,4,154.43,3.9,9,683.67,NN,,,,0.04216662,0.152768548,7,2.78,2.16,0,15454,2575.67,NN
1431,CREATOR,builder,689.4,618.3333333,30,30,2,1,7,0.94,1.69,1,1913,NN,synonym,0.013,0.08,0.054518451,0.238563905,7,2.78,2.16,0,15454,2575.67,NN
1432,CREATURE,dinosaur,640.8,912.3448276,30,29,2,1,8,3.98,2.31,0,1853.43,NN,supraordinate,0.026,0.3,0.391446862,1.096384518,8,21.41,3.04,0,17969,2567,NN
1433,CREATURE,religion,838.483871,786.84375,31,32,4,0,8,13.86,2.85,0,2504.86,NN,,,,0.039219573,0,8,21.41,3.04,0,17969,2567,NN
1434,CREDIT,card,592.8275862,658.9677419,29,31,1,1,4,85.43,3.64,12,1798.67,NN,fpa,0.651,0.27,0.158205983,2.319132668,45.82,3.37,6,0,13877,2775.4,NN|VB
1435,CREDIT,decision,719.3666667,798.0666667,30,30,3,0,8,55.06,3.45,1,2351.43,NN,,,,0.075419732,0.11470458,45.82,3.37,6,0,13877,2775.4,NN|VB
1436,CRESCENT,moon,625.03125,537.1724138,32,29,1,1,4,49.96,3.41,11,2165.33,NN|VB,fpa,0.524,0.41,0.03399204,4.382434148,1.41,1.86,8,0,19170,2738.57,NN
1437,CRESCENT,goose,649.8928571,693.4444444,28,27,3,0,5,13.04,2.82,3,1040.75,NN,,,,0.025229724,0.033945606,1.41,1.86,8,0,19170,2738.57,NN
1440,CREW,team,656.40625,757.3125,32,32,2,1,4,147.61,3.88,10,2385,NN|VB,unclassified,0.033,0.06,0.242023782,0.106923648,4,47.53,3.38,5,5647,1882.33,NN|VB
1441,CREW,start,677.483871,591.2903226,31,31,4,0,5,340.1,4.24,4,2352.5,VB|NN,,,,0.034961315,0.097163478,4,47.53,3.38,5,5647,1882.33,NN|VB
1442,CRICKET,better,612.28125,668.9666667,32,30,3,0,6,794,4.61,7,2688.2,JJ|RB|NN|VB,,,,0.049272632,0.040138938,2.82,2.16,7,0,9156,1526,NN
1443,CRICKET,bug,658.96875,572.2580645,32,31,1,1,3,20.94,3.03,17,417.5,NN|VB,supraordinate,0.216,0.38,0.084069919,0.231057648,2.82,2.16,7,0,9156,1526,NN
1444,CRISIS,stress,695.9333333,703.84375,30,32,2,1,6,15.61,2.9,0,3171,NN|VB,unclassified,0.027,0.18,0.151405487,0.152264659,6,16.65,2.93,1,10886,2177.2,NN
1445,CRISIS,hand,655,696.8387097,31,31,4,0,4,279.65,4.15,9,2130,NN|VB,,,,0.058886725,0.072671442,6,16.65,2.93,1,10886,2177.2,NN
1447,CRISP,zoo,654.2333333,767.2666667,30,30,3,0,3,13.65,2.84,7,482.5,NN,,,,0,0.390243902,3.16,2.21,5,1,7258,1814.5,JJ|NN|VB
1448,CRITERION,compact,804.5333333,704.8064516,30,31,4,0,7,1.69,1.94,0,1378.17,JJ|NN,,,,0.050156193,0.191345559,9,0.22,1.08,0,26392,3299,NN
1449,CRITERION,schedule,633.0333333,786.7333333,30,30,2,1,8,29.76,3.18,0,1919.71,NN|VB,unclassified,0.028,0.13,0.036013715,0.261725763,9,0.22,1.08,0,26392,3299,NN
1450,CRITICAL,dangerous,716.53125,638.4,32,30,2,1,9,74.84,3.58,0,2574.38,JJ,unclassified,0.021,0.11,0.205631786,0.124362796,8,12.25,2.8,0,17783,2540.43,JJ
1451,CRITICAL,look,630.2727273,618.6206897,33,29,4,0,4,1947.27,5,11,874.67,VB|NN,,,,0.093091783,0.077737556,8,12.25,2.8,0,17783,2540.43,JJ
1452,CRITICIZE,argue,670.7741935,641.5333333,31,30,2,1,5,19.75,3,0,1012.75,VB,unclassified,0.027,0.3,0.198719444,0.39464942,9,2.16,2.05,0,15002,1875.25,VB
1453,CRITICIZE,fail,607.4516129,631.2333333,31,30,4,0,4,24.59,3.1,15,926.33,VB,,,,0.138961826,0.110814594,9,2.16,2.05,0,15002,1875.25,VB
1454,CROCHET,knit,768.5357143,767.1785714,28,28,1,1,4,1.9,1.99,2,1266.67,VB,synonym,0.26,0.04,0.086266734,124.5531,0.16,0.95,7,0,8208,1368,VB|NN
1455,CROCHET,sex,673.7272727,600.15625,33,32,3,0,3,152.18,3.89,12,1317.5,NN|VB,,,,0.090168402,0.043093643,0.16,0.95,7,0,8208,1368,VB|NN
1456,CROCODILE,mall,644.4,635.5666667,30,30,3,0,4,18.9,2.98,16,2120.33,NN,,,,0.041312201,0.062663044,2.25,2.06,9,0,13321,1665.13,NN
1457,CROCODILE,alligator,638.4,868.0967742,30,31,1,1,9,3.49,2.25,0,2145.25,NN,category,0.629,0.48,0.181349015,24.52652349,2.25,2.06,9,0,13321,1665.13,NN
1458,CROOK,thief,609.1935484,610.3870968,31,31,1,1,5,24.27,3.09,1,1027.25,NN,synonym,0.459,0.34,0.045332368,1.656353794,5.67,2.46,5,4,4094,1023.5,NN|VB
1459,CROOK,staff,658.1724138,753.030303,29,33,3,0,5,32,3.21,2,1519.25,NN|VB,,,,0.050556612,0.039147445,5.67,2.46,5,4,4094,1023.5,NN|VB
1460,CROPS,worry,688.2,636.0333333,30,30,4,0,5,287.02,4.17,3,1076,VB|NN,,,,0.054554875,0.056565809,5,2.61,2.13,7,3996,999,NN|VB
1461,CROPS,harvest,808.1612903,620.09375,31,32,2,1,7,3.82,2.29,1,2380.33,NN|VB,bpa,0.034,0.78,0.315730032,5.556795309,5,2.61,2.13,7,3996,999,NN|VB
1462,CROSS,street,672.5,636.75,32,32,2,1,6,148.18,3.88,0,2403.8,NN,fpa,0.043,0.27,0.096773233,0.383654406,5,55.04,3.45,4,5355,1338.75,NN|VB
1463,CROSS,ass,704.75,719.8666667,32,30,4,0,3,226.37,4.06,4,1511.5,NN|VB,,,,0.035112044,0,5,55.04,3.45,4,5355,1338.75,NN|VB
1464,CROWD,radio,730.2758621,695.1290323,29,31,4,0,5,77.18,3.6,2,2136.5,NN|VB,,,,0.0909025,0.159627362,5,37.37,3.28,2,3657,914.25,NN|VB
1465,CROWD,mob,690.6785714,830.2413793,28,29,2,1,3,12.94,2.82,11,661.5,NN,unclassified,0.067,0.53,0.193514751,1.060897347,5,37.37,3.28,2,3657,914.25,NN|VB
1466,CRUDE,nose,713.7,614.875,30,32,4,0,4,69.75,3.55,12,1225,NN|VB,,,,0.120700341,0.04961855,5,3.04,2.19,1,4418,1104.5,NN
1467,CRUDE,disgusting,846.84375,756.5172414,32,29,2,1,10,26.61,3.13,0,2851.22,JJ|VB,synonym,0.02,0.01,0.017162981,0.317749419,5,3.04,2.19,1,4418,1104.5,NN
1468,CRUNCH,ball,631.9375,621,32,31,4,0,4,104.96,3.73,19,1819.33,NN,,,,0.019418754,0,6,3.51,2.26,2,6231,1246.2,NN|VB
1469,CRUNCH,crackle,812.0344828,753.8666667,29,30,2,1,7,0.69,1.56,0,1644.17,VB|NN,associated property,0.045,0.23,0.142203263,7.467144564,6,3.51,2.26,2,6231,1246.2,NN|VB
1472,CRUSH,smash,644.625,693.1071429,32,28,1,1,5,8.25,2.63,3,1238.25,NN|VB,synonym,0.129,0.16,0.133131485,0.758251857,16.8,2.93,5,3,4223,1055.75,VB|NN
1473,CRUSH,speech,728.5172414,567.5,29,32,3,0,6,38.04,3.29,0,1236.2,NN,,,,0.012063289,0.080613933,16.8,2.93,5,3,4223,1055.75,VB|NN
1474,CRUST,beginner,699.9354839,720.1612903,31,31,4,0,8,1.94,2,0,2509.71,NN,,,,0.051276155,0.104159397,5,3.25,2.22,3,6493,1623.25,NN
1475,CRUST,pizza,579.28125,768.0645161,32,31,2,1,5,33.51,3.23,0,414.75,NN,bpa,0.135,0.03,0.01552297,16.66443901,5,3.25,2.22,3,6493,1623.25,NN
1478,CRY,tears,636.625,607.5483871,32,31,1,1,5,22.35,3.06,10,2661,NN,perceptual property,0.217,0.67,0.155482682,2.028043374,65.65,3.52,3,6,1430,715,NN|VB
1479,CRY,calm,668.3703704,708.2580645,27,31,3,0,4,89.04,3.66,4,1657.33,JJ|NN|VB,,,,0.022919358,0.113618826,65.65,3.52,3,6,1430,715,NN|VB
1480,CRYSTAL,cuddle,829.6071429,693.4814815,28,27,4,0,6,2.16,2.05,5,989.6,NN|VB,,,,0.160180318,0.074323235,7,16.14,2.92,0,10170,1695,NN
1481,CRYSTAL,clear,646.6969697,600.2258065,33,31,2,1,5,171.82,3.94,2,2193.75,JJ|VB|RB,fpa,0.138,0.16,0.105622457,0.379265656,7,16.14,2.92,0,10170,1695,NN
1482,CUB,bear,695.34375,590.7333333,32,30,1,1,4,57.41,3.47,19,1879.33,VB|NN,bpa,0.585,0.74,0.218125645,0.310673327,2.1,2.03,3,13,1034,517,NN
1483,CUB,hospital,671.7096774,696.5151515,31,33,3,0,8,124.2,3.8,0,1543.86,NN,,,,0.04239865,0,2.1,2.03,3,13,1034,517,NN
1484,CUCUMBER,tea,568.1515152,539.2857143,33,28,3,0,3,58.63,3.48,7,3105,NN,,,,0.048091348,0,1.98,2.01,8,0,9838,1405.43,NN
1485,CUCUMBER,pickles,762.7,669.3225806,30,31,1,1,7,3.69,2.28,1,2016.17,NN|VB,category,0.238,0.26,0.050735935,94.42506305,1.98,2.01,8,0,9838,1405.43,NN
1486,CUDDLE,boy,592.1612903,679.6129032,31,31,2,1,3,529.82,4.43,15,451.5,NN,unclassified,0.035,0.08,0.071170079,0.356805039,6,2.16,2.05,5,4948,989.6,NN|VB
1487,CUDDLE,weak,583.2333333,665.4666667,30,30,4,0,4,31.51,3.21,6,876.67,JJ|NN,,,,0.013516704,0.02139893,6,2.16,2.05,5,4948,989.6,NN|VB
1488,CUE,hint,737.6129032,767.5,31,32,2,1,4,9.2,2.67,7,3666.33,NN|VB,unclassified,0.034,0,0.107839256,0.219120751,3,7.78,2.6,8,1060,530,NN|VB
1489,CUE,tell,626.483871,671.9354839,31,31,4,0,4,1724.49,4.94,12,2582,VB|NN,,,,0.024173655,0.215230934,3,7.78,2.6,8,1060,530,NN|VB
1490,CUFF,business,652.6206897,679.7419355,29,31,4,0,8,321,4.21,1,2702,NN,,,,0.123251364,0.063232574,4,5.71,2.47,4,1185,395,NN|VB
1491,CUFF,pants,626.8387097,645.375,31,32,2,1,5,58.75,3.48,4,2151.25,NN,fpa,0.041,0.31,0.182417165,6.746486248,4,5.71,2.47,4,1185,395,NN|VB
1492,CULTURE,question,676.0625,703.9032258,32,31,3,0,8,198.35,4.01,0,2984.29,NN|VB,,,,0.035644258,0.099417405,13.94,2.85,7,1,8698,1449.67,NN
1493,CULTURE,society,630.1612903,683.6875,31,32,1,1,7,32.92,3.23,0,954.33,NN,synonym,0.119,0.46,0.542999899,0.384291799,13.94,2.85,7,1,8698,1449.67,NN
1494,CUP,horn,743.8,664.6774194,30,31,3,0,4,21.08,3.03,6,1473.67,NN,,,,0,0,51.65,3.42,3,8,1062,531,NN|VB
1495,CUP,saucer,679.9354839,908.8333333,31,30,1,1,6,2.75,2.15,2,1888.4,NN,category,0.418,0.4,0.137616213,0.641892195,51.65,3.42,3,8,1062,531,NN|VB
1496,CUPBOARD,pull,643.4,686.5,30,32,4,0,4,146.45,3.87,13,1016,VB|NN,,,,0.050876146,0.043866578,8,2.49,2.11,0,5856,836.57,NN
1497,CUPBOARD,cans,717.3448276,645.75,29,28,2,1,4,7.67,2.59,11,2380.67,NN|VB,script,0.033,0.18,0.083259504,0.123153116,8,2.49,2.11,0,5856,836.57,NN
1498,CURE,help,539.0333333,650.2962963,30,27,2,1,4,921.12,4.67,7,1188.67,VB|NN,unclassified,0.042,0.27,0.130699043,0.271139885,4,20.84,3.03,11,6553,2184.33,NN|VB
1499,CURE,abandon,749.1111111,747.5862069,27,29,4,0,7,8.1,2.62,0,2037,VB|NN,,,,0.061634979,0.106105062,4,20.84,3.03,11,6553,2184.33,NN|VB
1500,CURIOSITY,work,634.4193548,574.53125,31,32,4,0,4,798.02,4.61,9,1120.67,NN|VB,,,,0.011300986,0.052007532,9,8.53,2.64,0,12815,1601.88,NN
1501,CURIOSITY,knowledge,710.2903226,630.1818182,31,33,2,1,9,25.53,3.11,0,1365.63,NN,unclassified,0.021,0.52,0.169641939,0.528951325,9,8.53,2.64,0,12815,1601.88,NN
1502,CURIOUS,sandwich,688.137931,792.96875,29,32,3,0,8,21.92,3.05,0,1474.14,NN|VB,,,,0.075930562,0.088726353,26.22,3.13,7,1,10536,1756,JJ
1503,CURIOUS,george,685.3,737.6666667,30,30,1,1,6,146.55,3.87,0,1144.8,NN,fpa,0.193,0.19,0.053877954,0.640424873,26.22,3.13,7,1,10536,1756,JJ
1504,CURSE,swear,589.9032258,687.9285714,31,28,2,1,5,88.16,3.65,4,1365,VB|NN,synonym,0.135,0.43,0.152133418,0.811432831,5,18.22,2.97,4,5511,1377.75,NN|VB
1505,CURSE,storm,611.9375,648.5806452,32,31,4,0,5,30.86,3.2,3,2067,NN|VB,,,,0.089196628,0.021981278,5,18.22,2.97,4,5511,1377.75,NN|VB
1508,CURTAINS,closed,719.71875,713,32,31,2,1,6,54.08,3.44,3,1881.8,VB|JJ,unclassified,0.014,0.48,0.153720834,0.262828485,8,6.29,2.51,0,14561,2080.14,NN|VB
1509,CURTAINS,collar,808.6,634.0740741,25,27,4,0,6,10.51,2.73,2,2074.4,NN|VB,,,,0.024791685,0.014932469,8,6.29,2.51,0,14561,2080.14,NN|VB
1510,CURVE,straight,654.0606061,663.90625,33,32,1,1,8,122.43,3.8,0,1558.71,JJ|NN,antonym,0.285,0.29,0.276862474,1.878878977,4.61,2.37,5,3,4129,1032.25,NN|VB
1511,CURVE,beat,742.34375,667.5333333,32,30,3,0,4,131.69,3.83,20,2284.67,VB|NN,,,,0.009576271,0.096544569,4.61,2.37,5,3,4129,1032.25,NN|VB
1514,CUSHION,couch,593.8666667,607.7419355,30,31,1,1,5,23.47,3.08,6,1527.25,NN,bpa,0.223,0.26,0.071861714,21.65404195,2.16,2.05,7,0,11620,1936.67,NN|VB
1515,CUSHION,hurry,627.2,683.8387097,30,31,3,0,5,173.65,3.95,3,714,NN|VB,,,,0.056381633,0.14896643,2.16,2.05,7,0,11620,1936.67,NN|VB
1516,CUSS,swear,657.5,679.7666667,30,30,1,1,5,88.16,3.65,4,1365,VB|NN,synonym,0.345,0.31,0.043535862,7.204963932,1.06,1.74,4,9,3696,1232,VB
1517,CUSS,alive,621.6551724,625.4375,29,32,3,0,5,154.47,3.9,3,2146.5,JJ,,,,0.104803265,0.0676377,1.06,1.74,4,9,3696,1232,VB
1520,CUSTOMER,six,662.78125,728.1333333,32,30,4,0,3,199.53,4.01,11,872.5,minor|NN,,,,0.063557617,0,8,15.2,2.89,0,16176,2310.86,NN
1521,CUSTOMER,service,658.15625,663.4516129,32,31,2,1,7,79.92,3.61,1,2183.5,NN|VB,fpa,0.095,0.32,0.212598435,0.858544591,8,15.2,2.89,0,16176,2310.86,NN
1522,CUT,strength,624.8064516,708.7272727,31,33,3,0,8,36.92,3.28,0,2697.29,NN,,,,0.014967443,0,229.76,4.07,3,13,1599,799.5,VB|NN
1523,CUT,blood,596.6451613,749.7666667,31,30,1,1,5,186.12,3.98,4,1027.5,NN,unclassified,0.168,0.09,0.094523626,0.199957182,229.76,4.07,3,13,1599,799.5,VB|NN
1524,CYCLONE,tornado,636.0625,826.1290323,32,31,1,1,7,2.55,2.12,0,1276.5,NN,synonym,0.313,0.45,0.09725758,6.498923932,0.47,1.4,7,0,9186,1531,NN
1525,CYCLONE,cautious,853.46875,768.4666667,32,30,3,0,8,3.35,2.24,2,1948.71,JJ,,,,0.082437611,0.061160632,0.47,1.4,7,0,9186,1531,NN
1526,CYLINDER,round,645.9354839,687.1875,31,32,1,1,5,66.53,3.53,7,1859,JJ|NN|VB,,0.242,0.05,0.164931261,0.123225339,1.57,1.91,8,0,20438,2919.71,NN
1527,CYLINDER,floor,635.90625,593.2758621,32,29,3,0,5,100.63,3.71,2,1405.5,NN|VB,,,,0.036361008,0,1.57,1.91,8,0,20438,2919.71,NN
1528,DAD,mom,607.5625,681.5862069,32,29,1,1,3,430.39,4.34,6,1090.5,NN,category,0.71,0.94,0.38278604,35.70586783,507.25,4.41,3,15,1585,792.5,NN
1529,DAD,waiter,714.7857143,772.7333333,28,30,3,0,6,13.2,2.83,4,2863.4,NN,,,,0.078537979,0.094699854,507.25,4.41,3,15,1585,792.5,NN
1530,DAGGER,sword,604.2903226,680,31,32,2,1,5,26.18,3.13,2,979,NN,category,0.147,0.49,0.104186691,4.035376242,6,4.92,2.4,2,8930,1786,NN
1531,DAGGER,perfect,643.5454545,661.9310345,33,29,4,0,7,158.65,3.91,0,1828.5,JJ|NN,,,,0.038779168,0.113122546,6,4.92,2.4,2,8930,1786,NN
1532,DAILY,blood,638.3333333,692.1612903,30,31,4,0,5,186.12,3.98,4,1027.5,NN,,,,0.066681014,0.052926099,5,15.63,2.9,5,4429,1107.25,JJ|NN|RB
1533,DAILY,monthly,737.2,670.6451613,30,31,2,1,7,2.98,2.18,0,1921,JJ|RB,antonym,0.034,0.21,0.056180032,0.925735176,5,15.63,2.9,5,4429,1107.25,JJ|NN|RB
1534,DAIRY,milk,620.483871,636.6875,31,32,1,1,4,42.53,3.34,7,970,NN|VB,supraordinate,0.494,0.68,0.22968058,19.02085936,2.78,2.16,5,4,2896,724,NN
1535,DAIRY,belt,630.9375,643.15625,32,32,3,0,4,24.35,3.09,12,987.67,NN,,,,0.061548087,0.27694724,2.78,2.16,5,4,2896,724,NN
1536,DAMAGE,destruction,770.15625,937.9642857,32,28,2,1,11,11.51,2.77,0,2648.1,NN,synonym,0.028,0.36,0.410359805,0.463230327,6,33.06,3.23,0,5154,1030.8,NN|VB
1537,DAMAGE,hitchhike,1063.153846,897.7083333,26,24,4,0,9,0.94,1.69,0,887.5,VB,,,,0.026475309,0.070955545,6,33.06,3.23,0,5154,1030.8,NN|VB
1538,DAMN,it,672.0625,753.4193548,32,31,1,1,2,18896.31,5.98,6,2192,minor|NN,fpa,0.088,0.39,0.161228198,0.094182576,283.53,4.16,4,5,1540,513.33,JJ|VB|NN|RB|minor
1544,DANGER,scary,597.3214286,873.0666667,28,30,1,1,5,26.2,3.13,4,1569.75,JJ,,0.075,0.26,0.084786805,0.472285217,43.67,3.35,6,5,15309,3061.8,NN
1545,DANGER,vein,761.6923077,760.75,26,24,3,0,4,3.59,2.26,3,3038.67,NN,,,,0.033985012,0,43.67,3.35,6,5,15309,3061.8,NN
1546,DANGEROUS,safe,600.8125,668.1612903,32,31,2,1,4,143.2,3.86,8,513,JJ|NN,antonym,0.038,0.53,0.194459725,0.567460431,9,74.84,3.58,0,20595,2574.38,JJ
1547,DANGEROUS,pizza,574.4375,752.4193548,32,31,4,0,5,33.51,3.23,0,414.75,NN,,,,0.077134403,0.171253749,9,74.84,3.58,0,20595,2574.38,JJ
1548,DARING,ghost,623.25,721.78125,32,32,3,0,5,36.59,3.27,0,1519.75,NN,,,,0.04729838,0.094291369,4.2,2.33,6,4,17187,3437.4,JJ|VB|NN
1549,DARING,brave,589.96875,643,32,31,1,1,5,31.71,3.21,5,1492.25,JJ,synonym,0.152,0.52,0.156031664,0.856944995,4.2,2.33,6,4,17187,3437.4,JJ|VB|NN
1550,DARK,cold,619.8666667,767,30,32,2,1,4,130.16,3.82,12,1366.67,JJ|NN,associated property,0.017,0.32,0.313160123,0.362496048,4,88.61,3.66,9,3769,1256.33,JJ|NN|RB
1551,DARK,bracelet,850.6551724,713.21875,29,32,4,0,8,7.8,2.6,0,1897.86,NN,,,,0.054411623,0.076537184,4,88.61,3.66,9,3769,1256.33,JJ|NN|RB
1552,DARKNESS,scared,707.7666667,746.7741935,30,31,2,1,6,133.39,3.83,7,2934.4,VB|JJ,script,0.02,0.31,0.061931714,0.393649663,8,17.49,2.95,0,12209,1744.14,NN
1553,DARKNESS,arms,712.5333333,662.6129032,30,31,4,0,4,59.8,3.48,6,1248.33,NN|VB,,,,0.049001329,0.03789884,8,17.49,2.95,0,12209,1744.14,NN
1554,DART,different,599.5806452,643.1290323,31,31,4,0,9,209.53,4.03,0,2611.5,JJ|NN,,,,0.057879415,0.123471149,4,1.92,2,11,4502,1500.67,NN|VB
1555,DART,throw,581.8666667,700.75,30,32,2,1,5,128.82,3.82,2,1100.5,VB|NN,functional property,0.081,0.15,0.212111749,1.407795236,4,1.92,2,11,4502,1500.67,NN|VB
1556,DATA,base,643.5625,651.3,32,30,2,1,4,35.37,3.26,14,1420,NN|VB,fpa,0.028,0.15,0.026218085,0.186925459,4,25.61,3.12,2,6592,2197.33,NN
1557,DATA,lunch,603.34375,683.1290323,32,31,4,0,5,104.12,3.73,6,1338,NN|VB,,,,0.096320911,0.019907829,4,25.61,3.12,2,6592,2197.33,NN
1558,DATE,raw,642.3103448,648.7096774,29,31,3,0,3,10.18,2.72,13,1668,JJ|NN,,,,0.048060389,0.051384346,141.53,3.86,4,17,9110,3036.67,NN|VB
1559,DATE,time,640.53125,648.0689655,32,29,1,1,4,1958.63,5,9,2468,NN|VB,fpa,0.141,0.27,0.159154169,0.122095429,141.53,3.86,4,17,9110,3036.67,NN|VB
1560,DAUGHTER,quack,919.84,753.9130435,25,23,3,0,5,4.63,2.37,2,846.25,NN|minor|VB,,,,0.060354712,0,171.35,3.94,8,1,12687,1812.43,NN
1561,DAUGHTER,son,660.03125,725.40625,32,32,1,1,3,410.76,4.32,15,2694,NN,category,0.444,0.63,0.562290528,1.643211717,171.35,3.94,8,1,12687,1812.43,NN
1562,DAWN,forgive,666.030303,696,33,31,3,0,7,76.8,3.59,1,1167,VB,,,,0.025176864,0.020708177,25.51,3.11,4,7,925,308.33,NN|VB
1563,DAWN,dusk,594.625,668.1724138,32,29,1,1,4,1.2,1.79,9,684.33,NN,antonym,0.454,0.62,0.202906233,28.70343942,25.51,3.11,4,7,925,308.33,NN|VB
1564,DEAD,alive,607.4333333,565.7096774,30,31,1,1,5,154.47,3.9,3,2146.5,JJ,antonym,0.398,0.52,0.113312395,2.715228931,448.98,4.36,4,10,5467,1822.33,JJ|NN|RB
1565,DEAD,lobster,709.1515152,727.8125,33,32,3,0,7,7.33,2.57,1,2695.67,NN,,,,0.086392655,0.435131206,448.98,4.36,4,10,5467,1822.33,JJ|NN|RB
1566,DEADLY,salt,676.3225806,760.483871,31,31,3,0,4,19.51,3,5,1390.33,NN|VB,,,,0.03769437,0.168584668,9.88,2.7,6,1,7323,1464.6,JJ
1567,DEADLY,poison,648.40625,744.4193548,32,31,1,1,6,24.55,3.1,1,1914.4,NN|VB,unclassified,0.178,0.32,0.145809579,1.997273997,9.88,2.7,6,1,7323,1464.6,JJ
1568,DEAF,grill,681.3636364,623.2222222,33,27,4,0,5,4.45,2.36,2,1667.75,NN|VB,,,,0.112079271,0,4,14.53,2.87,5,4648,1549.33,JJ|NN
1570,DEAL,cards,591.5625,732.3870968,32,31,1,1,5,48.02,3.39,8,1452.75,NN,fpa,0.275,0.09,0.018473374,0.741064783,261.37,4.12,4,16,7480,2493.33,NN|VB
1571,DEAL,bother,769.75,694.5,28,30,3,0,6,67.37,3.54,1,2180.6,VB|NN|minor,,,,0.104056421,0.049944417,261.37,4.12,4,16,7480,2493.33,NN|VB
1572,DEATH,cabin,606.0967742,692.7741935,31,31,3,0,5,19.65,3,0,2580,NN,,,,0.009981801,0,216.69,4.04,5,1,9920,2480,NN
1573,DEATH,life,530.2758621,804.7241379,29,29,1,1,4,796.65,4.61,9,1274,NN,antonym,0.273,0.55,0.15163292,0.215984065,216.69,4.04,5,1,9920,2480,NN
1574,DEBATE,president,626.0333333,709.2903226,30,31,3,0,9,140.67,3.86,0,2794.25,NN,,,,0.131743671,0.032215959,9.29,2.68,6,2,12193,2438.6,NN|VB
1575,DEBATE,argue,685.5666667,702.5625,30,32,1,1,5,19.75,3,0,1012.75,VB,synonym,0.473,0.46,0.296857039,0.390476098,9.29,2.68,6,2,12193,2438.6,NN|VB
1576,DECAY,purpose,643.5151515,727.4827586,33,29,3,0,7,35.08,3.25,0,994.83,NN,,,,0.005285849,0,2.06,2.03,5,3,6129,1532.25,NN|VB
1577,DECAY,rot,695.6,731.3928571,30,28,1,1,3,7.73,2.6,17,1524,NN|VB,synonym,0.364,0.19,0.150223601,3.894976516,2.06,2.03,5,3,6129,1532.25,NN|VB
1578,DECEIT,trick,684.125,666.6666667,32,30,2,1,5,47.27,3.38,6,1949,NN|VB,synonym,0.034,-0.01,0.001150602,0.99766173,6,1.86,1.98,1,8022,1604.4,NN
1579,DECEIT,spit,700.6551724,766.65625,29,32,4,0,4,19.35,2.99,6,1275.67,VB|NN,,,,0.150545888,0.128324265,6,1.86,1.98,1,8022,1604.4,NN
1580,DECENCY,manners,696.5714286,714.1333333,28,30,2,1,7,12.76,2.81,1,2572.5,NN,synonym,0.031,0.26,0,4.141335498,7,4.63,2.37,0,10925,1820.83,NN
1581,DECENCY,map,623.1666667,801.1666667,30,30,4,0,3,31.82,3.21,18,1276.5,NN|VB,,,,0.003030804,0,7,4.63,2.37,0,10925,1820.83,NN
1582,DECEPTION,cliff,728.9285714,748.3333333,28,30,4,0,5,21.57,3.04,0,1058.25,NN,,,,0.090157629,0.03484421,9,3.14,2.21,1,18463,2307.88,NN
