"prime","target","RT.200SOA","RT.1200SOA","obs.200SOA","obs.1200SOA","primecond","rel","t_length","t_freq","t_logfreq","t_orthoN","t_bgmean","t_POS","relation","FAS","LSA","BEAGLE_RPs","BEAGLE_PMI","p_freq","p_logfreq","p_length","p_orthoN","p_bgsum","p_bgmean","p_POS"
"DAIRY","milk",620.483870967742,636.6875,31,32,1,1,4,42.53,3.34,7,970,"NN|VB","supraordinate",0.494,0.68,0.22968058,19.02085936,2.78,2.16,5,4,2896,724,"NN"
"DAIRY","belt",630.9375,643.15625,32,32,3,0,4,24.35,3.09,12,987.67,"NN",NA,NA,NA,0.061548087,0.27694724,2.78,2.16,5,4,2896,724,"NN"
"DAMAGE","destruction",770.15625,937.964285714286,32,28,2,1,11,11.51,2.77,0,2648.1,"NN","synonym",0.028,0.36,0.410359805,0.463230327,6,33.06,3.23,0,5154,1030.8,"NN|VB"
"DAMAGE","hitchhike",1063.15384615385,897.708333333333,26,24,4,0,9,0.94,1.69,0,887.5,"VB",NA,NA,NA,0.026475309,0.070955545,6,33.06,3.23,0,5154,1030.8,"NN|VB"
"DAMN","it",672.0625,753.41935483871,32,31,1,1,2,18896.31,5.98,6,2192,"minor|NN","fpa",0.088,0.39,0.161228198,0.094182576,283.53,4.16,4,5,1540,513.33,"JJ|VB|NN|RB|minor"
"DAMN","yours",613.666666666667,729.7,30,30,3,0,5,204.73,4.02,5,1146.5,"minor",NA,NA,NA,0.062418645,0.364277492,283.53,4.16,4,5,1540,513.33,"JJ|VB|NN|RB|minor"
"DANDELION","destroy",726.774193548387,749.733333333333,31,30,4,0,7,47.18,3.38,0,2437.5,"VB",NA,NA,NA,0.01498861,0.055423285,9,0.29,1.2,0,19976,2497,"NN"
"DANDELION","yellow",587.612903225806,625.21875,31,32,2,1,6,33.8,3.24,3,1137.6,"JJ|NN|VB","perceptual property",0.047,0.16,0.104853155,1.142648201,9,0.29,1.2,0,19976,2497,"NN"
"DANDRUFF","flakes",800.75,661.566666666667,32,30,2,1,6,1.86,1.98,2,1642,"NN|VB","perceptual property",0.229,0.21,0,22.65929484,8,0.8,1.62,0,7367,1052.43,"NN"
"DANDRUFF","workout",732.161290322581,699.75,31,32,4,0,7,2.76,2.15,1,1003,"NN",NA,NA,NA,0.046105368,0.122268606,8,0.8,1.62,0,7367,1052.43,"NN"
"DANGER","scary",597.321428571429,873.066666666667,28,30,1,1,5,26.2,3.13,4,1569.75,"JJ",NA,0.075,0.26,0.084786805,0.472285217,43.67,3.35,6,5,15309,3061.8,"NN"
"DANGER","vein",761.692307692308,760.75,26,24,3,0,4,3.59,2.26,3,3038.67,"NN",NA,NA,NA,0.033985012,0,43.67,3.35,6,5,15309,3061.8,"NN"
"DANGEROUS","safe",600.8125,668.161290322581,32,31,2,1,4,143.2,3.86,8,513,"JJ|NN","antonym",0.038,0.53,0.194459725,0.567460431,9,74.84,3.58,0,20595,2574.38,"JJ"
"DANGEROUS","pizza",574.4375,752.41935483871,32,31,4,0,5,33.51,3.23,0,414.75,"NN",NA,NA,NA,0.077134403,0.171253749,9,74.84,3.58,0,20595,2574.38,"JJ"
"DARING","ghost",623.25,721.78125,32,32,3,0,5,36.59,3.27,0,1519.75,"NN",NA,NA,NA,0.04729838,0.094291369,4.2,2.33,6,4,17187,3437.4,"JJ|VB|NN"
"DARING","brave",589.96875,643,32,31,1,1,5,31.71,3.21,5,1492.25,"JJ","synonym",0.152,0.52,0.156031664,0.856944995,4.2,2.33,6,4,17187,3437.4,"JJ|VB|NN"
"DARK","cold",619.866666666667,767,30,32,2,1,4,130.16,3.82,12,1366.67,"JJ|NN","associated property",0.017,0.32,0.313160123,0.362496048,4,88.61,3.66,9,3769,1256.33,"JJ|NN|RB"
"DARK","bracelet",850.655172413793,713.21875,29,32,4,0,8,7.8,2.6,0,1897.86,"NN",NA,NA,NA,0.054411623,0.076537184,4,88.61,3.66,9,3769,1256.33,"JJ|NN|RB"
"DARKNESS","scared",707.766666666667,746.774193548387,30,31,2,1,6,133.39,3.83,7,2934.4,"VB|JJ","script",0.02,0.31,0.061931714,0.393649663,8,17.49,2.95,0,12209,1744.14,"NN"
"DARKNESS","arms",712.533333333333,662.612903225806,30,31,4,0,4,59.8,3.48,6,1248.33,"NN|VB",NA,NA,NA,0.049001329,0.03789884,8,17.49,2.95,0,12209,1744.14,"NN"
"DART","different",599.58064516129,643.129032258065,31,31,4,0,9,209.53,4.03,0,2611.5,"JJ|NN",NA,NA,NA,0.057879415,0.123471149,4,1.92,2,11,4502,1500.67,"NN|VB"
"DART","throw",581.866666666667,700.75,30,32,2,1,5,128.82,3.82,2,1100.5,"VB|NN","functional property",0.081,0.15,0.212111749,1.407795236,4,1.92,2,11,4502,1500.67,"NN|VB"
"DATA","base",643.5625,651.3,32,30,2,1,4,35.37,3.26,14,1420,"NN|VB","fpa",0.028,0.15,0.026218085,0.186925459,4,25.61,3.12,2,6592,2197.33,"NN"
"DATA","lunch",603.34375,683.129032258065,32,31,4,0,5,104.12,3.73,6,1338,"NN|VB",NA,NA,NA,0.096320911,0.019907829,4,25.61,3.12,2,6592,2197.33,"NN"
"DATE","raw",642.310344827586,648.709677419355,29,31,3,0,3,10.18,2.72,13,1668,"JJ|NN",NA,NA,NA,0.048060389,0.051384346,141.53,3.86,4,17,9110,3036.67,"NN|VB"
"DATE","time",640.53125,648.068965517241,32,29,1,1,4,1958.63,5,9,2468,"NN|VB","fpa",0.141,0.27,0.159154169,0.122095429,141.53,3.86,4,17,9110,3036.67,"NN|VB"
"DAUGHTER","quack",919.84,753.913043478261,25,23,3,0,5,4.63,2.37,2,846.25,"NN|minor|VB",NA,NA,NA,0.060354712,0,171.35,3.94,8,1,12687,1812.43,"NN"
"DAUGHTER","son",660.03125,725.40625,32,32,1,1,3,410.76,4.32,15,2694,"NN","category",0.444,0.63,0.562290528,1.643211717,171.35,3.94,8,1,12687,1812.43,"NN"
"DAWN","forgive",666.030303030303,696,33,31,3,0,7,76.8,3.59,1,1167,"VB",NA,NA,NA,0.025176864,0.020708177,25.51,3.11,4,7,925,308.33,"NN|VB"
"DAWN","dusk",594.625,668.172413793103,32,29,1,1,4,1.2,1.79,9,684.33,"NN","antonym",0.454,0.62,0.202906233,28.70343942,25.51,3.11,4,7,925,308.33,"NN|VB"
"DEAD","alive",607.433333333333,565.709677419355,30,31,1,1,5,154.47,3.9,3,2146.5,"JJ","antonym",0.398,0.52,0.113312395,2.715228931,448.98,4.36,4,10,5467,1822.33,"JJ|NN|RB"
"DEAD","lobster",709.151515151515,727.8125,33,32,3,0,7,7.33,2.57,1,2695.67,"NN",NA,NA,NA,0.086392655,0.435131206,448.98,4.36,4,10,5467,1822.33,"JJ|NN|RB"
"DEADLY","salt",676.322580645161,760.483870967742,31,31,3,0,4,19.51,3,5,1390.33,"NN|VB",NA,NA,NA,0.03769437,0.168584668,9.88,2.7,6,1,7323,1464.6,"JJ"
"DEADLY","poison",648.40625,744.41935483871,32,31,1,1,6,24.55,3.1,1,1914.4,"NN|VB","unclassified",0.178,0.32,0.145809579,1.997273997,9.88,2.7,6,1,7323,1464.6,"JJ"
"DEAF","grill",681.363636363636,623.222222222222,33,27,4,0,5,4.45,2.36,2,1667.75,"NN|VB",NA,NA,NA,0.112079271,0,4,14.53,2.87,5,4648,1549.33,"JJ|NN"
"DEAF","what",675.096774193548,615.757575757576,31,33,2,1,4,9842.45,5.7,4,1852.67,"minor","unclassified",0.029,0.2,0.054217118,0.157599973,4,14.53,2.87,5,4648,1549.33,"JJ|NN"
"DEAL","cards",591.5625,732.387096774194,32,31,1,1,5,48.02,3.39,8,1452.75,"NN","fpa",0.275,0.09,0.018473374,0.741064783,261.37,4.12,4,16,7480,2493.33,"NN|VB"
"DEAL","bother",769.75,694.5,28,30,3,0,6,67.37,3.54,1,2180.6,"VB|NN|minor",NA,NA,NA,0.104056421,0.049944417,261.37,4.12,4,16,7480,2493.33,"NN|VB"
"DEATH","cabin",606.096774193548,692.774193548387,31,31,3,0,5,19.65,3,0,2580,"NN",NA,NA,NA,0.009981801,0,216.69,4.04,5,1,9920,2480,"NN"
"DEATH","life",530.275862068965,804.724137931035,29,29,1,1,4,796.65,4.61,9,1274,"NN","antonym",0.273,0.55,0.15163292,0.215984065,216.69,4.04,5,1,9920,2480,"NN"
"DEBATE","president",626.033333333333,709.290322580645,30,31,3,0,9,140.67,3.86,0,2794.25,"NN",NA,NA,NA,0.131743671,0.032215959,9.29,2.68,6,2,12193,2438.6,"NN|VB"
"DEBATE","argue",685.566666666667,702.5625,30,32,1,1,5,19.75,3,0,1012.75,"VB","synonym",0.473,0.46,0.296857039,0.390476098,9.29,2.68,6,2,12193,2438.6,"NN|VB"
"DECAY","purpose",643.515151515152,727.48275862069,33,29,3,0,7,35.08,3.25,0,994.83,"NN",NA,NA,NA,0.005285849,0,2.06,2.03,5,3,6129,1532.25,"NN|VB"
"DECAY","rot",695.6,731.392857142857,30,28,1,1,3,7.73,2.6,17,1524,"NN|VB","synonym",0.364,0.19,0.150223601,3.894976516,2.06,2.03,5,3,6129,1532.25,"NN|VB"
"DECEIT","trick",684.125,666.666666666667,32,30,2,1,5,47.27,3.38,6,1949,"NN|VB","synonym",0.034,-0.01,0.001150602,0.99766173,6,1.86,1.98,1,8022,1604.4,"NN"
"DECEIT","spit",700.655172413793,766.65625,29,32,4,0,4,19.35,2.99,6,1275.67,"VB|NN",NA,NA,NA,0.150545888,0.128324265,6,1.86,1.98,1,8022,1604.4,"NN"
"DECENCY","manners",696.571428571429,714.133333333333,28,30,2,1,7,12.76,2.81,1,2572.5,"NN","synonym",0.031,0.26,0,4.141335498,7,4.63,2.37,0,10925,1820.83,"NN"
"DECENCY","map",623.166666666667,801.166666666667,30,30,4,0,3,31.82,3.21,18,1276.5,"NN|VB",NA,NA,NA,0.003030804,0,7,4.63,2.37,0,10925,1820.83,"NN"
"DECEPTION","cliff",728.928571428571,748.333333333333,28,30,4,0,5,21.57,3.04,0,1058.25,"NN",NA,NA,NA,0.090157629,0.03484421,9,3.14,2.21,1,18463,2307.88,"NN"
"DECEPTION","honesty",616.30303030303,630.290322580645,33,31,2,1,7,7.22,2.57,0,2805.17,"NN","antonym",0.031,0.15,0.018554915,1.679319875,9,3.14,2.21,1,18463,2307.88,"NN"
"DECIDE","amount",700.25,627.58064516129,32,31,4,0,6,24.75,3.1,0,1691.6,"NN|VB",NA,NA,NA,0.104289699,0.072453393,6,50.41,3.41,3,8336,1667.2,"VB"
"DECIDE","choice",679.78125,646.0625,32,32,2,1,6,97.55,3.7,0,1397,"NN","unclassified",0.068,0.63,0.190325304,0.163007063,6,50.41,3.41,3,8336,1667.2,"VB"
"DECISION","cabbage",710.185185185185,836.172413793103,27,29,4,0,7,2.9,2.17,0,959.33,"NN",NA,NA,NA,0.091205275,0.045654838,8,55.06,3.45,1,16460,2351.43,"NN"
"DECISION","decide",644.9375,664.757575757576,32,33,2,1,6,50.41,3.41,3,1667.2,"VB","unclassified",0.056,0.67,0.249297087,0.339899456,8,55.06,3.45,1,16460,2351.43,"NN"
"DECOMPOSE","large",587.032258064516,720.636363636364,31,33,4,0,5,41.45,3.33,2,1625.25,"JJ|RB|NN",NA,NA,NA,0.084574458,0.142891911,9,0.47,1.4,0,12422,1552.75,"VB"
"DECOMPOSE","decay",734.548387096774,731.903225806452,31,31,2,1,5,2.06,2.03,3,1532.25,"NN|VB","synonym",0.06,0.37,0.216410668,1.251538349,9,0.47,1.4,0,12422,1552.75,"VB"
"DECORATION","christmas",694.935483870968,722.866666666667,31,30,2,1,9,122.43,3.8,0,1773.63,"NN","bpa",0.061,0.09,0.069312685,0.94469021,10,1.84,1.98,0,28312,3145.78,"NN"
"DECORATION","father",671.375,700.272727272727,32,33,4,0,6,554.49,4.45,4,2768.6,"NN|VB",NA,NA,NA,0.101841209,0.068425797,10,1.84,1.98,0,28312,3145.78,"NN"
"DECREASE","rules",634,637.620689655172,32,29,3,0,5,67.41,3.54,5,2401,"NN|VB",NA,NA,NA,0.028065315,0,1.18,1.79,8,0,14539,2077,"NN"
"DECREASE","increase",749.0625,655.125,32,32,1,1,8,8.55,2.64,0,2706.29,"NN","antonym",0.523,0.82,0.417213561,2.950800404,1.18,1.79,8,0,14539,2077,"NN"
"DEEP","insane",666.357142857143,734.939393939394,28,33,3,0,6,38.69,3.3,0,3052,"JJ|NN",NA,NA,NA,0.012810461,0,76.39,3.59,4,9,4145,1381.67,"JJ|NN"
"DEEP","shallow",722.225806451613,643.41935483871,31,31,1,1,7,5.9,2.48,2,1546,"JJ|NN","antonym",0.307,0.6,0.357193711,2.196767076,76.39,3.59,4,9,4145,1381.67,"JJ|NN"
"DEER","doe",781.538461538462,873,26,25,1,1,3,4.33,2.35,15,367,"NN","supraordinate",0.132,0.44,0.070829091,0.095146562,8.71,2.65,4,11,9633,3211,"NN"
"DEER","slave",587.84375,723.793103448276,32,29,3,0,5,18.43,2.97,6,1183.25,"NN|VB",NA,NA,NA,0,0,8.71,2.65,4,11,9633,3211,"NN"
"DEFEND","balloon",611.7,738.066666666667,30,30,3,0,7,8.67,2.65,0,2076.5,"NN|VB",NA,NA,NA,0.075162877,0.063404561,18.8,2.98,6,1,9197,1839.4,"VB"
"DEFEND","protect",574.689655172414,664.4375,29,32,1,1,7,70.25,3.55,2,1871.33,"VB","synonym",0.228,0.48,0.546014818,0.341759125,18.8,2.98,6,1,9197,1839.4,"VB"
"DEFENSE","offense",694.214285714286,732.53125,28,32,1,1,7,16.47,2.92,1,1479.5,"NN","antonym",0.297,0.35,0.193188932,4.945166778,32.65,3.22,7,1,11322,1887,"NN"
"DEFENSE","poem",649.935483870968,666.448275862069,31,29,3,0,4,13.65,2.84,1,744,"NN",NA,NA,NA,0.065132067,0.045517413,32.65,3.22,7,1,11322,1887,"NN"
"DEFINE","enough",633.8125,668.40625,32,32,3,0,6,501.33,4.41,0,1416.4,"RB|JJ|NN",NA,NA,NA,0.053276289,0.254383518,6.24,2.5,6,2,13018,2603.6,"VB"
"DEFINE","dictionary",740.645161290323,743.58064516129,31,31,1,1,10,3.73,2.28,0,2469.44,"NN","functional property",0.153,0.26,0.095725326,0.570912782,6.24,2.5,6,2,13018,2603.6,"VB"
"DEFINITION","meaning",613.969696969697,736,33,30,1,1,7,37.33,3.28,2,3228.5,"NN|VB","synonym",0.229,0.6,0.234067508,0.29359288,5.8,2.47,10,0,26329,2925.44,"NN"
"DEFINITION","off",592.428571428571,665.071428571429,28,28,3,0,3,1179.51,4.78,2,301.5,"minor|NN|JJ|VB",NA,NA,NA,0.060458783,0.03661705,5.8,2.47,10,0,26329,2925.44,"NN"
"DEFROST","thaw",659.12,808.777777777778,25,27,1,1,4,1.59,1.91,4,898,"NN|VB","synonym",0.149,NA,0.08054826,0,0.41,1.34,7,0,9979,1663.17,"VB"
"DEFROST","show",645.935483870968,677.4375,31,32,3,0,4,488.35,4.4,10,1058.33,"VB|NN",NA,NA,NA,0.071938319,0.133559301,0.41,1.34,7,0,9979,1663.17,"VB"
"DEGRADE","embarrass",819.76,1047.27586206897,25,29,2,1,9,8.82,2.65,0,1486.75,"VB","synonym",0.041,0.06,0.016986769,0.303702498,7,0.67,1.54,0,10545,1757.5,"VB"
"DEGRADE","hit",606.225806451613,799.129032258065,31,31,4,0,3,275,4.15,15,1631.5,"VB",NA,NA,NA,0.075080629,0.027258192,7,0.67,1.54,0,10545,1757.5,"VB"
"DEGREE","college",587.40625,671.806451612903,32,31,1,1,7,85.18,3.64,1,1741.5,"NN|VB","bpa",0.164,0.62,0.096124839,0.695193203,14.88,2.88,6,1,9195,1839,"NN"
"DEGREE","cold",639.58064516129,580.484848484848,31,33,3,0,4,130.16,3.82,12,1366.67,"JJ|NN",NA,NA,NA,0.035254359,0.070234731,14.88,2.88,6,1,9195,1839,"NN"
"DELICATE","fragile",645.2,661.59375,30,32,1,1,7,5.14,2.42,0,1616.33,"JJ","synonym",0.286,0.43,0.250791553,2.798333089,9.51,2.69,8,1,19754,2822,"JJ"
"DELICATE","one",617.870967741935,632.727272727273,31,33,3,0,3,3072.24,5.2,3,3440.5,"minor|NN",NA,NA,NA,0.02155031,0,9.51,2.69,8,1,19754,2822,"JJ"
"DELICIOUS","tasty",613.064516129032,745.793103448276,31,29,1,1,5,6.31,2.51,5,1899,"JJ","synonym",0.247,0.55,0.132503432,16.81768952,21.53,3.04,9,1,16012,2001.5,"JJ"
"DELICIOUS","glasses",746.064516129032,705.5,31,30,3,0,7,33.12,3.23,2,1999.67,"NN",NA,NA,NA,0.040977128,0.07231224,21.53,3.04,9,1,16012,2001.5,"JJ"
"DELIGHT","fire",651.9375,672.896551724138,32,29,3,0,4,215.49,4.04,13,2050.33,"NN|VB",NA,NA,NA,0.164108124,0.104821927,5.65,2.46,7,0,8712,1452,"NN|VB"
"DELIGHT","happy",540.65625,637.666666666667,32,33,1,1,5,333.2,4.23,4,652.25,"JJ","synonym",0.367,0.44,0.161670033,0.325315287,5.65,2.46,7,0,8712,1452,"NN|VB"
"DELINQUENT","map",660.333333333333,776.24,27,25,3,0,3,31.82,3.21,18,1276.5,"NN|VB",NA,NA,NA,0.00559451,0.084733814,1.39,1.86,10,0,21800,2422.22,"JJ|NN"
"DELINQUENT","juvenile",719.533333333333,749,30,32,1,1,8,5.12,2.42,0,1756,"JJ","bpa",0.204,0.81,0.088588965,59.70790067,1.39,1.86,10,0,21800,2422.22,"JJ|NN"
"DELIVER","package",724.625,664.9375,32,32,2,1,7,22.78,3.07,0,935.5,"NN","action",0.044,0.3,0.182056045,0.46074615,7,28.35,3.16,0,16019,2669.83,"VB"
"DELIVER","stairs",593.58064516129,614.870967741935,31,31,4,0,6,23.76,3.08,1,1727.8,"NN",NA,NA,NA,0.016172966,0.067819484,7,28.35,3.16,0,16019,2669.83,"VB"
"DEMI","corn",756.935483870968,804.666666666667,31,30,3,0,4,14.22,2.86,11,1900,"NN",NA,NA,NA,0.134525988,0.155907551,NA,NA,4,NA,NA,NA,NA
"DEMI","god",716.033333333333,614.65625,30,32,1,1,3,903.16,4.66,9,448,"NN|minor","fpa",0.23,0.24,0.054892143,0.458363133,NA,NA,4,NA,NA,NA,NA
"DEMOCRACY","arm",642.41935483871,678.25,31,32,4,0,3,65.41,3.52,5,1774,"NN|VB",NA,NA,NA,0.093398115,0.157567337,9,6.61,2.53,0,10771,1346.38,"NN"
"DEMOCRACY","communism",827.233333333333,859.5,30,32,2,1,9,2.1,2.03,1,1385.88,"NN","antonym",0.041,0.29,0.175106948,3.453762906,9,6.61,2.53,0,10771,1346.38,"NN"
"DEMOCRAT","careful",680.5,643.90625,32,32,3,0,7,108.82,3.74,0,1866.83,"JJ",NA,NA,NA,0.142115398,0.063963303,1.69,1.94,8,0,13312,1901.71,"NN"
"DEMOCRAT","republican",726.275862068965,817.448275862069,29,29,1,1,10,4.04,2.32,0,1943.89,"NN|JJ","antonym",0.507,0.89,0.184762732,8.156076467,1.69,1.94,8,0,13312,1901.71,"NN"
"DEMON","diamond",683.5,627.451612903226,30,31,3,0,7,20.65,3.02,0,1879,"NN",NA,NA,NA,0.053936904,1.032999988,31.24,3.2,5,1,9182,2295.5,"NN"
"DEMON","devil",594.258064516129,713.785714285714,31,28,1,1,5,41.33,3.32,0,1320,"NN","synonym",0.553,0.3,0.100806946,1.644366455,31.24,3.2,5,1,9182,2295.5,"NN"
"DENIAL","ladder",835.516129032258,783.870967741935,31,31,3,0,6,9.25,2.67,4,2407.8,"NN",NA,NA,NA,0.029802116,0,5.25,2.43,6,4,12119,2423.8,"NN"
"DENIAL","refuse",739.516129032258,713.5,31,30,1,1,6,20.98,3.03,3,1779.4,"VB","synonym",0.167,0.3,0.011478888,0.088892181,5.25,2.43,6,4,12119,2423.8,"NN"
"DENSE","table",614.833333333333,699.166666666667,30,30,4,0,5,105.63,3.73,4,1869.75,"NN|VB",NA,NA,NA,0.018889188,0.096460697,5,2.12,2.04,2,10304,2576,"JJ|NN"
"DENSE","compact",856.4375,658.0625,32,32,2,1,7,1.69,1.94,0,1378.17,"JJ|NN","synonym",0.02,0.15,0.0673239,0.880308157,5,2.12,2.04,2,10304,2576,"JJ|NN"
"DENT","bend",720.3,717.870967741935,30,31,2,1,4,15.06,2.89,12,2145.33,"NN|VB","unclassified",0.027,0.07,0.037753028,0.296833096,4,3.53,2.26,14,9435,3145,"NN|VB"
"DENT","close",582.21875,615.862068965517,32,29,4,0,5,219.43,4.05,3,1231,"VB",NA,NA,NA,0.015114348,0.030623497,4,3.53,2.26,14,9435,3145,"NN|VB"
"DENY","refuse",653.03125,614.774193548387,32,31,2,1,6,20.98,3.03,3,1779.4,"VB","synonym",0.048,0.41,0.140855757,0.400139773,4,21.39,3.04,4,6573,2191,"VB"
"DENY","storage",638.65625,733.620689655172,32,29,4,0,7,8.86,2.66,0,2131.67,"NN",NA,NA,NA,0.077196934,0.16726973,4,21.39,3.04,4,6573,2191,"VB"
"DEPARTMENT","death",661.677419354839,626.545454545455,31,33,4,0,5,216.69,4.04,1,2480,"NN",NA,NA,NA,0.031929129,0.057483528,10,63.84,3.51,1,17008,1889.78,"NN"
"DEPARTMENT","head",624.75,750.636363636364,32,33,2,1,4,371.51,4.28,13,1538.33,"NN|VB","fpa",0.04,0.12,0.053246066,0.447311408,10,63.84,3.51,1,17008,1889.78,"NN"
"DEPEND","independent",752.15625,634.5,32,32,2,1,11,9.35,2.68,0,2862.3,"JJ|NN","unclassified",0.066,0.24,0.03634872,0.081906399,6,9.88,2.7,1,10516,2103.2,"VB"
"DEPEND","strength",644.387096774194,698.4375,31,32,4,0,8,36.92,3.28,0,2697.29,"NN",NA,NA,NA,0.00999334,0,6,9.88,2.7,1,10516,2103.2,"VB"
"DEPENDENT","ocean",653.666666666667,597.310344827586,33,29,3,0,5,30.29,3.19,0,1894.75,"NN",NA,NA,NA,0,0,2.24,2.06,9,1,19951,2493.88,"JJ|NN"
"DEPENDENT","independent",760.34375,681,32,31,1,1,11,9.35,2.68,0,2862.3,"JJ|NN","antonym",0.318,0.46,0.253169844,0.61356911,2.24,2.06,9,1,19951,2493.88,"JJ|NN"
"DEPOSIT","animal",649.59375,647.454545454545,32,33,4,0,6,45.49,3.37,0,2126.2,"NN",NA,NA,NA,0.056313158,0.076469116,7,10.8,2.74,0,9070,1511.67,"NN|VB"
"DEPOSIT","slip",652.290322580645,770.862068965517,31,29,2,1,4,25.88,3.12,11,1234.67,"NN|VB","fpa",0.013,0.49,0.086630192,0.171569564,7,10.8,2.74,0,9070,1511.67,"NN|VB"
"DEPTH","grass",741.0625,628.125,32,32,4,0,5,16.78,2.93,8,1720.25,"NN|VB",NA,NA,NA,0.06632426,0.038146145,5,8.25,2.63,1,4961,1240.25,"NN"
"DEPTH","shallow",632.161290322581,747.193548387097,31,31,2,1,7,5.9,2.48,2,1546,"JJ|NN","supraordinate",0.062,0.49,0.091833495,4.591307583,5,8.25,2.63,1,4961,1240.25,"NN"
"DEPUTY","assistant",685.612903225806,731.064516129032,31,31,2,1,9,32.22,3.22,0,2427.88,"NN","unclassified",0.014,0.22,0.092673177,2.800183522,6,15.65,2.9,0,5315,1063,"NN"
"DEPUTY","stack",758.310344827586,743.933333333333,29,30,4,0,5,6.1,2.49,11,1962,"NN|VB",NA,NA,NA,0.029413209,0.035642101,6,15.65,2.9,0,5315,1063,"NN"
"DESCENT","below",609.966666666667,704.454545454545,30,33,2,1,5,28.04,3.16,0,1186.75,"minor|NN","unclassified",0.016,0.22,0.076106932,0.05558416,7,2.59,2.12,1,16433,2738.83,"NN"
"DESCENT","moon",686,725.366666666667,30,30,4,0,4,49.96,3.41,11,2165.33,"NN|VB",NA,NA,NA,0.053613095,0.023114315,7,2.59,2.12,1,16433,2738.83,"NN"
"DESERT","cactus",805.206896551724,747.870967741935,29,31,2,1,6,2.9,2.17,0,1322.6,"NN","script",0.022,0.62,0.280328309,6.080242543,6,27.98,3.15,0,16286,3257.2,"NN"
"DESERT","prisoner",659.655172413793,839.242424242424,29,33,4,0,8,23.14,3.07,0,2971.71,"NN",NA,NA,NA,0.08366582,0.107780045,6,27.98,3.15,0,16286,3257.2,"NN"
"DESIGNER","name",628.1875,676.033333333333,32,30,2,1,4,641.86,4.51,8,1371,"NN|VB","fpa",0.02,0.05,0.092608953,0.089458175,8,5.24,2.43,1,18287,2612.43,"NN"
"DESIGNER","boring",760.612903225806,716.379310344828,31,29,4,0,6,27.41,3.15,4,3441.2,"JJ|NN|VB",NA,NA,NA,0.067243235,0.122204206,8,5.24,2.43,1,18287,2612.43,"NN"
"DESIRE","want",579.838709677419,717.7,31,30,1,1,4,2759.18,5.15,12,2388.33,"VB|NN","synonym",0.61,0.37,0.247010825,0.271531649,20.27,3.01,6,0,14139,2827.8,"NN|VB"
"DESIRE","join",603.28125,704.620689655172,32,29,3,0,4,83.43,3.63,3,2463,"VB",NA,NA,NA,0.050194142,0.050123826,20.27,3.01,6,0,14139,2827.8,"NN|VB"
"DESK","study",570.75,604.4375,32,32,2,1,5,49.04,3.4,1,1202.75,"NN|VB","bpa",0.062,0.15,0.147041067,0.082438301,4,43.9,3.35,3,7316,2438.67,"NN"
"DESK","cat",605.225806451613,669.363636363636,31,33,4,0,3,66.33,3.53,18,2992,"NN",NA,NA,NA,0.062686642,0.055929892,4,43.9,3.35,3,7316,2438.67,"NN"
"DESTINY","polish",766,794.633333333333,30,30,3,0,6,9.67,2.69,0,1835,"NN|VB",NA,NA,NA,0.003952659,0.084843544,23.04,3.07,7,1,22483,3747.17,"NN"
"DESTINY","future",680.448275862069,674.806451612903,29,31,1,1,6,103.49,3.72,1,1597.2,"NN|JJ","unclassified",0.221,0.21,0.129308509,0.374296102,23.04,3.07,7,1,22483,3747.17,"NN"
"DETACH","freedom",694.7,703.84375,30,32,3,0,7,33.1,3.23,0,2013.33,"NN",NA,NA,NA,0.099931955,0.142425236,0.67,1.54,6,0,8813,1762.6,"VB"
"DETACH","separate",910.0625,699.96875,32,32,1,1,8,21.71,3.04,0,2636.29,"JJ","synonym",0.19,0.11,0.099735924,0.239729106,0.67,1.54,6,0,8813,1762.6,"VB"
"DETAIL","specific",712,801.296296296296,31,27,1,1,8,17.8,2.96,0,1196.43,"JJ|NN","synonym",0.099,0.43,0.255951404,0.343760213,19.39,3,6,3,8183,1636.6,"NN|VB"
"DETAIL","awake",667.41935483871,633.774193548387,31,31,3,0,5,26.71,3.13,2,529.75,"JJ|VB",NA,NA,NA,0.006725672,0,19.39,3,6,3,8183,1636.6,"NN|VB"
"DETECTIVE","god",735.633333333333,615.322580645161,30,31,4,0,3,903.16,4.66,9,448,"NN|minor",NA,NA,NA,0.050771488,0.011816124,9,61.12,3.49,1,18342,2292.75,"NN"
"DETECTIVE","private",665.393939393939,732.793103448276,33,29,2,1,7,75.96,3.59,1,2355.67,"JJ|NN|RB","bpa",0.066,0.12,0.12307744,1.061841642,9,61.12,3.49,1,18342,2292.75,"NN"
"DETERIORATE","legend",735.40625,609.258064516129,32,31,3,0,6,17.16,2.94,0,2127.8,"NN",NA,NA,NA,0.126018809,0.033305615,0.53,1.45,11,0,34334,3433.4,"VB"
"DETERIORATE","decay",751.357142857143,719.28,28,25,1,1,5,2.06,2.03,3,1532.25,"NN|VB","synonym",0.076,0.05,0.075920123,0.20709883,0.53,1.45,11,0,34334,3433.4,"VB"
"DETERMINE","decide",689.225806451613,640.451612903226,31,31,1,1,6,50.41,3.41,3,1667.2,"VB","synonym",0.144,0.49,0.638069809,0.122271378,8.39,2.63,9,0,25637,3204.63,"VB"
"DEVELOP","grow",816.129032258065,628.935483870968,31,31,1,1,4,59.49,3.48,5,1192.33,"VB|NN","synonym",0.257,0.27,0.354390365,0.122771942,9.61,2.69,7,0,8936,1489.33,"VB"
